	business_id	name	address	city	state	latitude	longitude	stars	review_count	is_open
9743	kemSq9mBxmPaKHQrUXPJ_g	"""Kupfert & Kim"""	"""First Canadian Place, 100 King Street West"""	Toronto	ON	43.6485583	-79.38171109999999	4.0	113	1
9744	CXAC3Pfo7jaEciXZ2Bjgow	"""Potbelly Sandwich Shop"""	"""1 E Washington St"""	Phoenix	AZ	33.448000300000004	-112.0730318	4.0	67	1
9745	BrtjhRqnwoirhbeXTvs26g	"""Mimita's Cuban Cafe"""	"""1950 N Arizona Ave, Ste 8"""	Chandler	AZ	33.3345642	-111.84273770000001	4.0	132	0
9746	-WLrZPzjKfrftLWaCi1QZQ	"""Blueberry Hill Family Restaurant"""	"""1505 E Flamingo Rd"""	Las Vegas	NV	36.1142203	-115.13278079999999	4.0	672	1
9748	V-M3ofC2sdpYQpuvkc54Sg	"""Essence and Herbs"""	"""15 Via Bel Canto"""	Henderson	NV	36.1016495	-114.93073590000002	4.0	80	0
9749	yTTEhnUOirRjGjxkObQTVw	"""Odelay Bagel"""	"""12020 S Warner Elliott Lp"""	Phoenix	AZ	33.3377046576	-111.994778342	4.5	83	1
9750	-1VaIJza42Hjev6ukacCNg	"""Rio Mirage Cafe Y Cantina"""	"""12245 W Santa Fe Dr"""	El Mirage	AZ	33.6174356	-112.3242972	4.0	176	1
9752	kosTPb88O4Q0XGbVbEOGCA	"""Prommares Thai Food"""	"""6362 W Sahara Ave"""	Las Vegas	NV	36.1450530608	-115.232838104	4.0	196	1
9753	tNxGH0dYx_JinTxnwwjZUA	"""Sycamore Brewing"""	"""2161 Hawkins St"""	Charlotte	NC	35.2089662726	-80.86269923350001	4.0	174	1
9756	MLVnaAgR3FD2O9mBTKDqoQ	"""Pasha Cafe Lounge"""	"""808 Ivy St"""	Pittsburgh	PA	40.4510208759	-79.9320307374	4.5	77	1
9759	qQvHYQ1uocuEnFcUdhxV_g	"""The Pub Chip Shop"""	"""1830 E Carson St"""	Pittsburgh	PA	40.4284659	-79.9793686	4.5	200	1
9760	q9_gLvTNf11etVxbH7JY0Q	"""Yasu"""	"""81 Harbord Street"""	Toronto	ON	43.662726844	-79.40327904600001	4.5	248	1
9761	y8d90Pt16Nip-B5UXWBP-w	"""Yard House"""	"""11011 W Charleston Blvd"""	Las Vegas	NV	36.1567959455	-115.334386826	4.0	803	1
9763	xF2zrVbXtB6TxMBPGJKxog	"""Cafe Neon"""	"""241 Wallace Avenue"""	Toronto	ON	43.6618023	-79.446444	4.0	54	1
9768	hqi9zoHMqpSLy628aHGVOQ	"""Jumbo Empanadas"""	"""245 Augusta Avenue"""	Toronto	ON	43.654868	-79.4021461	4.0	117	1
9771	61wUpoim2yzSMPKxg58ReQ	"""Rosie's Coffee Bar & Bakery"""	"""4604 Monona Dr"""	Madison	WI	43.0698529	-89.3254346	4.0	85	1
9772	rof8X8-2R6Z2sLuDrr1OXg	"""Cornish Pasty Co"""	"""425 S Mill Ave, Ste 111"""	Tempe	AZ	33.425763	-111.93961399999999	4.5	69	1
9773	nxM6jNyKDgAOh7MAG-VJ_g	"""Charleston's"""	"""1623 S Stapley Dr"""	Mesa	AZ	33.3843872	-111.8051189	4.0	246	1
9774	Xwf022IffmZPq6V25iomDg	"""Gold Bar Espresso"""	"""3141 S McClintock Dr, Ste 6"""	Tempe	AZ	33.3947566	-111.90834960000001	4.0	181	1
9777	825nC-s-cQG6Hsul5Gm2cA	"""Pork On A Fork"""	"""1515 W Deer Valley Rd, Ste B-102"""	Phoenix	AZ	33.683323	-112.092428	4.0	537	1
9778	gZvwCOaMhxFXXNvy1q9_LA	"""Marusan Comptoir Japonais"""	"""401 Rue Notre-Dame O"""	Montréal	QC	45.501635	-73.559354	4.5	86	1
9779	SkSkWld_ijmWVEDo9_ztKw	"""Bistro Pizza"""	"""55 S Gibson Rd, Ste 112"""	Henderson	NV	36.0302581787	-115.03046417200001	4.5	403	1
9780	gPc4tXMS_wt4g2yVUmco8w	"""The Revival"""	"""603 W University Dr"""	Tempe	AZ	33.4216106	-111.9475676	4.0	73	0
9781	len2nrEtgD9bjnoYSyLPjA	"""Saba's Mediterranean Kitchen"""	"""4747 E Bell Rd"""	Phoenix	AZ	33.639783	-111.97826	4.5	303	1
9782	ScdtR67jO-p_ZIpVbZPRfw	"""India Garden"""	"""18405 Detroit Ave"""	Lakewood	OH	41.4848446	-81.8017265	4.0	196	1
9784	-7BCZH437U5FjmNJ26llkg	"""Mr Pide"""	"""800 Danforth Avenue"""	Toronto	ON	43.6797669	-79.3416051	4.5	64	1
9786	FI3PVYBuz5fioko7qhsPZA	"""Jun I"""	"""156 Avenue Laurier O"""	Montréal	QC	45.5211166	-73.59430920000001	4.0	62	1
9787	C7X8VCpbBwTP2lFR354EIA	"""Grass Roots Juice Bar"""	"""124 S 6th St, Ste 160"""	Las Vegas	NV	36.167937	-115.14046699999999	4.5	111	0
9788	fNc1WuGwiT7RhqXUIe4S8A	"""Sabai Sabai Kitchen and Bar"""	"""81 Bloor Street E"""	Toronto	ON	43.6704534404	-79.3847215949	4.0	157	1
9789	oH6QAuoTLFaX97oqqpLTMg	"""Familia Pizzeria"""	"""8090 S Durango Dr"""	Las Vegas	NV	36.042460999999996	-115.2782	4.0	300	1
9790	XYIPXJ9parr9FtvvcGI1SA	"""GB Hand-pulled Noodles"""	"""66 Edward Street"""	Toronto	ON	43.6566411	-79.3837473	4.0	255	1
9792	ISgQ4us3LMZ78l1LOG_14A	"""Park Place Bar & Grill"""	"""7373 E Scottsdale Mall, Ste 6"""	Scottsdale	AZ	33.4922033	-111.92409170000002	4.0	64	0
9793	l8tSrCIwIyRMBHUiZ9By4A	"""Islands Restaurant"""	"""21001 N Tatum Blvd, Ste 36-1160"""	Phoenix	AZ	33.6756799065	-111.972020517	4.0	163	1
9794	Sd6kNeNCpY3FkGF-RmjQHw	"""Razzy Fresh"""	"""300 S Craig St"""	Pittsburgh	PA	40.4456919135	-79.9489865016	4.0	81	1
9795	5O7qB4gNmr3NgdYAuYbP4Q	"""Indian Curry House"""	"""5115 Spring Mountain Rd, Unit 234"""	Las Vegas	NV	36.125693299999995	-115.21127779999999	4.0	73	1
9796	1ylgrtS3iSNaf3V68kw4bw	"""Local Dish"""	"""217 Main St"""	Fort Mill	SC	35.0078170041	-80.9441623092	4.5	262	1
9797	-Q8F0KbFIK3m3VeGXoCDEA	"""Phoenicia Cafe"""	"""1150 S Gilbert Rd"""	Gilbert	AZ	33.329291	-111.7903	4.0	335	1
9798	Km9IPMrNPEnn40ebgxs6vw	"""Nu Bügel"""	"""240 Augusta Avenue"""	Toronto	ON	43.655361210900004	-79.4023953024	4.0	138	1
9799	amwEhW6y9PZtq5ZYNJhQBA	"""Barcelona Tapas Restaurant"""	"""1501 W Sahara Ave"""	Las Vegas	NV	36.1437088402	-115.16959813	4.0	83	1
9800	qfBp53c7Z2DpqUrGhV80zg	"""Thai Cottage"""	"""1109 S Braddock Ave"""	Pittsburgh	PA	40.4325718	-79.893728	4.0	77	1
9801	57aBx6Mo_VRk_kMA8J5Efg	"""Taqueria La Unica"""	"""4305 Old Monroe Rd"""	Indian Trail	NC	35.0678584	-80.6775771	4.5	206	1
9802	JHtxvPm0XFAeGJ1OdviCrA	"""Thai Chili"""	"""32730 Walker Rd, Ste D3"""	Avon Lake	OH	41.493608553	-82.01712315340001	4.0	67	1
9804	UODskmUq92u6d2SH5MaO6Q	"""Casa de Papa Gourmet Tacos"""	"""13761 W Bell Rd, Ste 211"""	Surprise	AZ	33.638577399999996	-112.35569270000002	4.0	54	1
9805	fBg_BALfHGKVw2tUYboFsw	"""Taki's Greek Kitchen"""	"""377 Lear Rd"""	Avon Lake	OH	41.4952477	-81.9877058	4.5	95	1
9806	bz69msmKwRjWQzN-XwyV6Q	"""Mob Bar"""	"""206 N 3rd St"""	Las Vegas	NV	36.1721441559	-115.141413094	4.0	80	1
9808	BjRi5W4tESsLRwVb85GIMQ	"""Mr. Z Tea Co"""	"""5300 Spring Mountain Rd, Ste 109"""	Las Vegas	NV	36.1265058	-115.21387299999999	4.5	123	1
9809	3VlpKnVSTb0gPWq-IYnTmw	"""Davinci's Pizza"""	"""8511 Davis Lake Pkwy"""	Charlotte	NC	35.3346884	-80.8135014	4.0	91	1
9811	uZ0C261kg1YgvTMTEmIL0Q	"""El Norteño"""	"""1002 N 7th Ave"""	Phoenix	AZ	33.4588586	-112.08276409999998	4.0	166	1
9812	ALwfJk1g56dz8ehgYJNrdg	"""Mamma Mia"""	"""806 E Indian School Rd"""	Phoenix	AZ	33.4948977	-112.0637645	4.0	111	0
9813	ESQoAgfEMZFE7PQN-OKLMg	"""Comoncy"""	"""7301 E Indian Plz"""	Scottsdale	AZ	33.5012809	-111.92329550000001	4.0	62	1
9814	tWtuHpIFtQHMQq8q8DG3dA	"""Tea House Noodles"""	"""1900 E 6th St"""	Cleveland	OH	41.5005885	-81.6897623	4.0	88	1
9815	hRQS8y-uG2kc8miWVYiLuQ	"""Golden Steer Steakhouse"""	"""308 W Sahara Ave"""	Las Vegas	NV	36.144092799999996	-115.16114340000001	4.0	705	1
9817	jn7h4Uv-RKHflDHsAfqoDA	"""Bagels On Fire"""	"""2248 Queen Street E"""	Toronto	ON	43.672833399999995	-79.2867277	4.0	51	1
9818	yh0mvFCjZuMKy562h2_d_A	"""Minh-Anh Vietnamese Restaurant"""	"""5428 Detroit Ave"""	Cleveland	OH	41.485473299999995	-81.7248307	4.0	159	1
9819	wtMbJN1zKHk0mIeaU7vlXw	"""Brawley's Beverage"""	"""4620 Park Rd"""	Charlotte	NC	35.1675324	-80.8507957	4.0	69	1
9820	Ue2HwjJfz6wMfSX31ITYAA	"""Larry's Great Western Meats"""	"""420 S Valley View Blvd"""	Las Vegas	NV	36.1667702	-115.1931697	4.0	99	1
9821	50UjA4nDdqypN-hBUOAPmQ	"""Toast! Kitchen & Wine Bar"""	"""5102 Baum Blvd"""	Pittsburgh	PA	40.4552521	-79.94358509999999	4.0	143	0
9822	t7jfo2Txq8CPqPz6F2KDBw	"""Mom's Fixins"""	"""15226 W Bell Rd, Ste 100"""	Surprise	AZ	33.638994	-112.38826200000001	4.0	203	1
9825	e9sB72njxz87r5TL6kG-Fw	"""Cowbell Burger & Whiskey Bar"""	"""201 N Tryon St, Ste 1010"""	Charlotte	NC	35.2285766909	-80.8425138855	4.0	452	1
9826	I7eqTdTmRTWYwF9HNZAHxw	"""Tottie's Asian Fusion 2"""	"""6204 N Scottsdale Rd, Ste 106"""	Paradise Valley	AZ	33.5297921	-111.92758740000001	4.0	211	1
9828	k7WRPbDd7rztjHcGGkEjlw	"""Tillie's Restaurant & Chantillie Lounge"""	"""308 36th St"""	McKeesport	PA	40.327975	-79.839877	4.0	58	1
9829	Bhj4G0ArZqRvz9DprbNX3A	"""Layla Grill & Hookah"""	"""8665 W Flamingo Rd, Ste 107"""	Las Vegas	NV	36.1138469	-115.2806243	4.5	294	1
9830	bS9FdoDvInQe9J48wNFCcA	"""Karsen's Grill"""	"""7246 E 1st St, Ste 101"""	Scottsdale	AZ	33.4924669	-111.92494599999999	4.5	155	1
9831	aYfHXWNjLNUVoQa5CMA2jg	"""The Juice Standard"""	"""4555 S Ft Apache Rd, Ste 144"""	Las Vegas	NV	36.1064328	-115.29801940000002	4.5	205	1
9833	H199XZknFNHInBW7qap1-g	"""Kyle Fletcher's BBQ & Catering"""	"""4507 Wilkinson Blvd"""	Lowell	NC	35.2560087	-81.1009705	4.0	64	1
9835	X1uGPGLXPLfSx9OTA5_vQg	"""Zaza Espresso Bar"""	"""75 Yorkville Avenue"""	Toronto	ON	43.670953082	-79.39109296630001	4.0	68	1
9836	cxFZ9pFvWvP2DWjw0-G5iQ	"""Pho House"""	"""625 Gerrard Street E"""	Toronto	ON	43.6656672	-79.3509312	4.0	61	1
9837	iZJ5pdY558VodrEumGyVug	"""Nazareth Bar"""	"""969 Bloor Street W"""	Toronto	ON	43.6611938	-79.4287374	4.0	205	0
9838	BNubIia7rJAqSRxioUZGxg	"""Lao Thai Kitchen"""	"""1000 N Nellis Blvd, Ste I"""	Las Vegas	NV	36.1783291	-115.0616024	4.0	55	0
9839	FYa3GUro-ezTM9zvKiocFw	"""Greek Wraps"""	"""7369 W Bell Rd"""	Peoria	AZ	33.637659	-112.217436	4.5	519	1
9840	sHnN3JliwVWvGX76Odmlbw	"""Local Kitchen & Winebar"""	"""1710 Queen Street W"""	Toronto	ON	43.6389877	-79.44512850000001	4.0	63	1
9841	9ogNVbTPvJd3TfLDGOrjRw	"""The Pickled Peach"""	"""202 S Main St"""	Davidson	NC	35.4981037	-80.8491878	4.5	106	1
9842	aTbz9GdpAf2M5MeAHVNhWw	"""Noodle King"""	"""6820 W Sahara Ave, Ste 7, The Springs Shopping Ctr"""	Las Vegas	NV	36.145210799999994	-115.24127050000001	4.0	93	1
9844	czJKX4DmZR_1JeRmPcnmbQ	"""Las Palmas Carniceria"""	"""700 Brookline Blvd"""	Pittsburgh	PA	40.3946018	-80.0217184	4.5	200	1
9845	PlYrlj86zAYljZTRCBSZ3A	"""Nom Nom Nom Poutine"""	"""707 Dundas Street W"""	Toronto	ON	43.6520696113	-79.4047858939	4.5	60	1
9846	4cH0Qq2krJS4tp6LLJcopw	"""Gréco Fresh Grille"""	"""6400 Monroe-Weddington Rd, Ste G"""	Wesley Chapel	NC	35.0006165575	-80.6940740981	4.5	55	1
9847	6fz0hnNIVpLF5v2NqJfA9w	"""Babystacks Cafe"""	"""8090 Blue Diamond Rd, Ste 170"""	Las Vegas	NV	36.0209186	-115.26730090000001	4.0	236	1
9848	xbCNlp2vWixy2W1WsfGv8g	"""The Edinburgh Larder"""	"""15 Blackfriars Street"""	Edinburgh	EDH	55.95007420000001	-3.1859164	4.5	182	1
9849	pKiSzUlBBRNEdTML24piXA	"""Centurion"""	"""214 W Roosevelt St"""	Phoenix	AZ	33.458849699999995	-112.0771341	4.0	211	0
9851	_QmUKLiLynDktbtwV_vQXw	"""El Dorado Bar and Grill"""	"""8708 E McDowell Rd"""	Scottsdale	AZ	33.4662413177	-111.895158514	4.5	59	1
9852	Uvq6V0G784vJzYFjLddIgg	"""TRU Burger Company"""	"""9828 W Northern Ave"""	Peoria	AZ	33.5534623	-112.2707916	4.0	289	1
9853	_reykENmCBh03iczpFAufg	"""Sakana Sushi & Grill"""	"""1853 S Power Rd"""	Mesa	AZ	33.3810074687	-111.68665063	4.0	176	1
9854	DMyoxEaTGTakZxWgh1D5bw	"""Seasons 52"""	"""2502 E Camelback Rd"""	Phoenix	AZ	33.5104706939	-112.02660865	4.0	565	1
9855	KOA3EA_eFxiRz5P2lAmM_Q	"""Chick-fil-A"""	"""5035 E Ray Rd"""	Phoenix	AZ	33.31926689	-111.97467160000001	4.0	67	1
9856	Y-zQ8XcB5LphL1pijecNsg	"""Markthalle Stuttgart"""	"""Dorotheenstr. 4"""	Stuttgart	BW	48.7761840204	9.1793093022	4.5	107	1
9857	evdJO0v9rvVixieNEnaeJg	"""Sushiholic"""	"""3957 E Camelback Rd"""	Phoenix	AZ	33.5092195	-111.99599609999999	4.5	395	1
9858	D6K3VT6S8FwFm4u5uN8T8g	"""Moko Ramen Bar"""	"""6350 W Charleston Blvd, Ste 120"""	Las Vegas	NV	36.1595762338	-115.233089299	4.0	339	1
9859	Xrr19fzrUUgTTQBLUd2Gzg	"""Rusty's Deli & Grille"""	"""8512 Park Rd"""	Charlotte	NC	35.117146399999996	-80.8575796	4.0	92	1
9860	0_aeYE2-VbsZts_UpILgDw	"""Lazy Dog Restaurant & Bar"""	"""1725 Festival Plz Dr, Ste A2"""	Las Vegas	NV	36.152831458	-115.333866775	4.0	893	1
9861	lNVg4jtfTEIAtOkA_0aEPQ	"""Emporio: A Meatball Joint"""	"""942 Penn Ave"""	Pittsburgh	PA	40.443983	-79.9964184	4.0	64	1
9862	079CV1EE5WLdQqVEVYFeHQ	"""The Prime Chinese Restaurant"""	"""24 W Camelback Rd, Ste H"""	Phoenix	AZ	33.5098269741	-112.075478616	4.0	142	1
9863	ars2tzN-u21FuTwuxAMkVQ	"""Lilly's Thai & Vietnamese Restaurant"""	"""8470 W Desert Inn Rd, Ste H-3"""	Las Vegas	NV	36.1299302223	-115.27589958200001	4.0	88	1
9864	0xvdC8F0HmFpAFkJk6nXLg	"""Yojié Japanese Fondue"""	"""9440 W Sahara Ave, Ste 175"""	Las Vegas	NV	36.145563200000005	-115.3006082	4.5	348	1
9865	VICMkIgRH_FG_nKTPDcFsQ	"""I Heart Waffles"""	"""16802 Chagrin Blvd"""	Shaker Heights	OH	41.464503	-81.5623385	4.0	55	0
9868	IJGrBQyYpCBkbZx65H5J5g	"""Rubio's"""	"""2390 E Serene, Ste 700-6"""	Las Vegas	NV	36.02075794	-115.119166871	4.0	100	1
9869	LQI8R7yYXmWzWKd7wLCf2Q	"""Dish"""	"""1220 Thomas Ave"""	Charlotte	NC	35.21973679999999	-80.8121235	4.0	438	1
9871	LElQBiDw8HyU_LrbjP8C1A	"""World Harvest Foods"""	"""306 Springfield Ave"""	Urbana	IL	40.1159605	-88.23073769999999	4.5	51	1
9872	63hkYvXXcZsHeCeZBQbfew	"""Shawarmaz"""	"""1206 Rue Peel"""	Montréal	QC	45.4995232	-73.5720247	4.0	70	1
9873	Wcw-xq_c89e4AaRsUtkaLw	"""Eldorado Grill"""	"""744 Williamson St"""	Madison	WI	43.078109999999995	-89.372173	4.0	269	1
9874	9t8PEynZGVCG1EjOQr1xBA	"""Chicago Style Taco Shop"""	"""3415 W Craig Rd"""	North Las Vegas	NV	36.238940500000005	-115.18621329999999	4.5	331	1
9875	cxVqsH6a5ro5PaWssb38kw	"""Steak And Stone"""	"""2613 N Thunderbird Cir"""	Mesa	AZ	33.462992	-111.719338	4.0	367	1
9876	PS2s35zZsbdW3r_JjudFOA	"""Sushi On Shea"""	"""7000 E Shea Blvd, Ste 1510"""	Scottsdale	AZ	33.58267120000001	-111.929119	4.0	58	0
9877	gDOuHjntsN37XEjROoQ2Aw	"""Santa Madre Taco Shop"""	"""1320 W Elliot Rd, Ste 102"""	Tempe	AZ	33.3495946376	-111.960074561	4.5	373	1
9880	kK584Af-ny3m--9SIsrFhQ	"""The Whippoorwill Restaurant & Tavern"""	"""1285 Bloor Street W"""	Toronto	ON	43.6583044	-79.44251870000001	4.0	67	0
9881	DwmAsemahJywywhuqv5J1Q	"""Sichuan Gourmet"""	"""328 Atwood St"""	Pittsburgh	PA	40.438952420300005	-79.9551590459	4.0	108	1
9884	aDWOXQVSvRPOpqcJ1ja0_Q	"""New York Subs & Burritos"""	"""520 Queen Street W"""	Toronto	ON	43.6477808	-79.40185240000001	4.0	75	1
9885	tCdku8Xrba2xTlN1_TIBWA	"""Koffee Kup Restaurant"""	"""355 E Main St"""	Stoughton	WI	42.9165399	-89.217249	4.5	58	1
9887	RJtgNpUFthlJ5grLr16GxA	"""En Sushi & Robata Grill"""	"""2540 Anthem Village Dr, Ste 120"""	Henderson	NV	35.9798537	-115.0978712	4.0	76	0
9888	89Eqssb01O4-3-btGyvXoQ	"""Pita Cafe"""	"""23535 N Scottsdale Rd, Ste 102"""	Scottsdale	AZ	33.7000670674	-111.924848806	4.5	112	1
9889	tLqhkS7Y8oTeFeweCycbIA	"""Maro's"""	"""135 Kerr Street"""	Oakville	ON	43.44053579999999	-79.67562790000001	4.5	89	1
9890	ZJjcyXWPg_d-jx7obAtitA	"""Dad's Pub & Grub"""	"""4320 Northern Pike"""	Monroeville	PA	40.433690000000006	-79.750897	4.0	128	1
9891	UM07j7HtW-dhr8Gq3LQLxg	"""521 BBQ & Grill"""	"""1135 Stonecrest Blvd, Ste 101"""	Tega Cay	SC	35.0479867	-80.99237120000001	4.0	82	1
9893	3jllr8N45pz05Ygaw5ojrg	"""Sunflower Market"""	"""1706 E Southern Ave"""	Tempe	AZ	33.3943156	-111.9115577	4.0	54	0
9895	Wq9yflrKX79xKiY__BvCoQ	"""Magnolia Ice Cream and Treats"""	"""3890 S Maryland Pkwy"""	Las Vegas	NV	36.118245	-115.135727	4.5	62	1
9896	iUWou8115_0y66aJdfxfPg	"""The Coffee Bean & Tea Leaf"""	"""7407 W Bell Rd, Ste 2"""	Peoria	AZ	33.637824	-112.2182533	4.5	77	1
9897	LQg6wHIu5SGsWI0U5siclw	"""Shake Shack"""	"""3780 S Las Vegas Blvd"""	Las Vegas	NV	36.103518	-115.173592	4.5	93	1
9900	QIXz6e0SZ4okLBFBsO79_Q	"""ACE Hotel Pittsburgh"""	"""120 S Whitfield St"""	Pittsburgh	PA	40.4613439	-79.9263579	4.0	60	1
9902	ofXtrtsaKzPpVXFa8fHgiw	"""Olives & Peppers"""	"""833 Harrison City Rd"""	Trafford	PA	40.384961600000004	-79.7122865	4.0	52	1
9903	fzxvmA3Ygu3yrQQ6-cEpTw	"""Mora Italian"""	"""5651 N 7th St"""	Phoenix	AZ	33.519819	-112.06462479999999	4.0	298	1
9905	inLDlmy0p2ZthCYQzGZVnw	"""Two Brothers BBQ"""	"""5228 Thoms Run Rd"""	Presto	PA	40.3727235	-80.1194881	4.5	64	1
9906	-PbCfkydmvuNcG9VG_ixkQ	"""Pho House Restaurant"""	"""432 N Litchfield Rd, Ste 304"""	Goodyear	AZ	33.4521399	-112.3597538	4.0	113	1
9907	QX5Y_BIxlMG3B3vV1zx1Gw	"""Cherry Street Bar-B-Que"""	"""275 Cherry Street"""	Toronto	ON	43.6454592	-79.3525037	4.0	91	1
9908	58APdML-PG_OD4El2ePTvw	"""Le Cartet"""	"""106 Rue McGill"""	Montréal	QC	45.4994089298	-73.5552000962	4.0	386	1
9909	A8IouaHOlMHoVIRuAKbKzA	"""Wine Cellar & Tasting Room"""	"""3700 W Flamingo Rd"""	Las Vegas	NV	36.116914715300005	-115.18626749100001	4.0	64	1
9910	w83e1yhgX69WELkuZwOsoA	"""Shawarma Empire"""	"""1823 Lawrence Ave E"""	Scarborough	ON	43.7433831	-79.3039083	4.5	122	1
9912	kRhjWeAPs-U5RmakIKz0Pg	"""Tyber Creek Pub"""	"""1933 South Blvd"""	Charlotte	NC	35.2098999	-80.8593506	4.0	137	1
9913	Jzth-y32SyvOhJNgbIPTqQ	"""Hummus Xpress"""	"""930 W Broadway Rd, Ste 11"""	Tempe	AZ	33.407803263000005	-111.95375323200001	4.5	475	1
9915	ibkwcLZwaJ1pnPJVaI_-uA	"""Swaddee Thai Cuisine"""	"""5055 W Ray Rd, Ste B8"""	Chandler	AZ	33.3193026	-111.9294581	4.0	168	1
9916	Fpm3WvqtrAg2ueh_4pz7iA	"""Spice Island Tea House"""	"""253 Atwood St"""	Pittsburgh	PA	40.4400334	-79.95599150000001	4.0	290	1
9917	G8vA6pq4p8KslaURm-q65Q	"""Romanelli's Italian Deli"""	"""3437 W Dunlap Ave"""	Phoenix	AZ	33.567111	-112.1333273	4.5	252	1
9918	sqRX-XLlhx4rs2c1TpBf8A	"""Raku"""	"""5030 Spring Mountain Rd, Ste 2"""	Las Vegas	NV	36.127033000000004	-115.21002800000001	4.5	1307	1
9919	P00x4L4vTRNsKL-UA4EtCw	"""Trailhead Bike Cafe"""	"""6825 N 16th St, Ste A9"""	Phoenix	AZ	33.537179200000004	-112.04657759999998	4.0	91	1
9920	j2TKvVKLMgfJKe_UPtGOVg	"""That BBQ Joint"""	"""1511 Williamson St"""	Madison	WI	43.087384	-89.358648	4.0	58	0
9922	86wtLylJ9fbVuXRy5WU3Zw	"""Vegan Bites"""	"""8876 S Eastern Ave, Ste 101"""	Las Vegas	NV	36.029048098800004	-115.11492711	4.5	128	1
9923	uTCOEqjuVAXUOzti5TWj2Q	"""The Crepe Club"""	"""2502 E Camelback Rd, Ste 130"""	Phoenix	AZ	33.5103952	-112.02869229999999	4.0	137	1
9924	hJkGfdNlHTfqFTeZ1xkjrw	"""Design & Dine"""	"""7250 S Durango Dr, Ste 120"""	Las Vegas	NV	36.056603	-115.2784561	4.5	113	1
9926	JzOp695tclcNCNMuBl7oxA	"""Four Peaks Brewing"""	"""1340 E 8th St, Ste 104"""	Tempe	AZ	33.419568	-111.916097	4.5	1965	1
9927	yet0Pww_ouW49T7V41ecSw	"""The Dhaba"""	"""1872 E Apache Blvd"""	Tempe	AZ	33.415079	-111.90509499999999	4.0	521	1
9929	ZztPR3OnI8hlKerG5e72hQ	"""Bar Neon"""	"""1226 Bloor Street W"""	Toronto	ON	43.6591711775	-79.43926334380001	4.0	53	1
9932	SThmy10YhS13oFgT990Xhw	"""Cast Iron Waffles"""	"""9604 Longstone Ln"""	Charlotte	NC	35.0261649	-80.84065030000001	4.0	154	1
9933	fG0sIYdD4HPg7RKl2wX4Tg	"""Rabbie's Tours"""	"""6 Waterloo Place"""	Edinburgh	EDH	55.9534483309	-3.188247074	4.5	83	1
9934	tWdp26XQEJqJGnRmFVJQxA	"""Mangia & Bevi"""	"""260 King Street E"""	Toronto	ON	43.6522238966	-79.3663072586	4.0	148	1
9936	0JGMKaKJGVuDus5WcJzvjw	"""Liverpool House"""	"""2501 Rue Notre-Dame O"""	Montréal	QC	45.4828859	-73.57528990000002	4.5	223	1
9937	UMqfeCItzQ2glr4d9apGlA	"""Sunrise Coffee"""	"""3130 E Sunset Rd, Ste A"""	Las Vegas	NV	36.0719274658	-115.10703395600001	4.5	944	1
9938	XmxRXzCFkzQK23kkHgUgLA	"""Wink 24"""	"""2502 E Camelback Rd"""	Phoenix	AZ	33.5106922595	-112.02658669	4.5	90	1
9939	FI-8LPGkc8D_hwx0l0zyyg	"""Blanco Tacos + Tequila"""	"""6166 N Scottsdale Rd, Ste 601"""	Scottsdale	AZ	33.5279292	-111.9261054	4.0	678	1
9942	5G-i1t7VXLGByswnCKvrDQ	"""El Palenque"""	"""35520 Vine St"""	Eastlake	OH	41.642274422199996	-81.4348647594	4.0	82	1
9944	cOZLg1c-UcB2Yj3baQDKkA	"""The Keg Steakhouse + Bar"""	"""2240 E Williams Field Rd"""	Gilbert	AZ	33.307846000000005	-111.74184	4.0	315	1
9945	m0FxJP2atkE8mn-xO23fpQ	"""Le Red Tiger"""	"""1201 Boulevard de Maisonneuve E"""	Montréal	QC	45.519202	-73.557836	4.0	85	1
9946	rZwq4LBO0p9m9zJ2zSEKNQ	"""Elements Fine Casual Dining & Cocktails"""	"""4950 S Rainbow Blvd, Ste 100"""	Las Vegas	NV	36.0987050926	-115.242483651	4.0	201	0
9947	O7UMzd3i-Zk8dMeyY9ZwoA	"""Art of Flavors"""	"""1616 S Las Vegas Blvd, Ste 130"""	Las Vegas	NV	36.151555	-115.15261000000001	5.0	352	0
9949	sXQ1EhIRcXWzB9zVxNRmfw	"""Poboy's Low Country Seafood Market"""	"""3022 Freedom Dr"""	Charlotte	NC	35.24279	-80.889027	4.5	62	1
9950	DymZ5vpm7vkSsR__-4sflw	"""Roka Akor - Scottsdale"""	"""7299 N Scottsdale Rd"""	Scottsdale	AZ	33.54268	-111.92514299999999	4.0	714	1
9951	b2E_ahQNhMBu7soQIG2Gow	"""The Local"""	"""1011 N 3rd St"""	Phoenix	AZ	33.459053999999995	-112.06895300000001	4.0	61	0
9953	Y_SIpYwL2VqsCZ4AqmCitQ	"""The Corn Flower"""	"""4807 E Greenway Rd"""	Scottsdale	AZ	33.625289	-111.9770503	4.0	66	0
9954	tZkUF9LI9oxtNsZtsbpfVg	"""New Generation Grill Fusion"""	"""486 Bloor Street W"""	Toronto	ON	43.6654698	-79.4096331	4.0	65	1
9955	SWhHaWFuijy_KDs0zVCJog	"""RigaTony's Authentic Italian"""	"""1850 E Warner Rd"""	Tempe	AZ	33.335910399999996	-111.90804490000001	4.0	560	1
